case:concept:name,concept:name,org:resource,case:variant,time:timestamp,start:timestamp,time_from_start,time_from_previous_event(start),time_from_midnight,weekday,event_duration,remaining_time,leadtime,# ACTIVITY=Cancelar Solicitud,# ACTIVITY=Transferir creditos homologables,# ACTIVITY=Validar solicitud,# ACTIVITY=Visto Bueno Cierre Proceso,# ACTIVITY=Transferir Creditos,# ACTIVITY=Notificacion estudiante cancelacion soli,# ACTIVITY=Traer informacion estudiante - banner,# ACTIVITY=Homologacion por grupo de cursos,# ACTIVITY=Avanzar recepcion documentos,# ACTIVITY=Radicar Solicitud Homologacion,# ACTIVITY=Validacion final,# ACTIVITY=Validar solicitud / pre-homologacion,# ACTIVITY=Evaluacion curso,# ACTIVITY=Revisar curso,# ACTIVITY=Cancelar curso,# ACTIVITY=Recepcion de documentos,NEXT_ACTIVITY,NEXT_RESOURCE
90102,Transferir Creditos,7387,Variant 11,2016-02-25 21:37:07+00:00,2016-02-25 18:25:32+00:00,275187.0,90.0,66332.0,Thursday,11495.0,1.0,286682.0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,Transferir creditos homologables,7387
90102,Transferir creditos homologables,7387,Variant 11,2016-02-25 21:37:08+00:00,2016-02-25 21:37:07+00:00,286682.0,11495.0,77827.0,Thursday,1.0,0.0,286682.0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,end,end
90151,Traer informacion estudiante - banner,4834,Variant 5,2016-02-22 13:34:30+00:00,2016-02-22 13:34:30+00:00,0.0,0.0,48870.0,Monday,0.0,726595.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,4834
90151,Radicar Solicitud Homologacion,4834,Variant 5,2016-02-22 13:34:34+00:00,2016-02-22 13:34:30+00:00,0.0,0.0,48870.0,Monday,4.0,726591.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Notificacion estudiante cancelacion soli,1
90151,Notificacion estudiante cancelacion soli,1,Variant 5,2016-03-01 23:24:25+00:00,2016-02-22 13:34:34+00:00,4.0,4.0,48874.0,Monday,726591.0,0.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,end,end
90301,Traer informacion estudiante - banner,3747,Variant 1,2016-02-22 17:19:23+00:00,2016-02-22 17:19:23+00:00,0.0,0.0,62363.0,Monday,0.0,97392.0,1499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,3747
90301,Radicar Solicitud Homologacion,3747,Variant 1,2016-02-22 17:19:44+00:00,2016-02-22 17:19:23+00:00,0.0,0.0,62363.0,Monday,21.0,97371.0,1499.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cancelar Solicitud,677
90301,Cancelar Solicitud,677,Variant 1,2016-02-22 17:44:22+00:00,2016-02-22 17:19:44+00:00,21.0,21.0,62384.0,Monday,1478.0,95893.0,1499.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Notificacion estudiante cancelacion soli,677
90301,Notificacion estudiante cancelacion soli,677,Variant 1,2016-02-23 20:22:35+00:00,2016-02-22 17:44:22+00:00,1499.0,1478.0,63862.0,Monday,95893.0,0.0,1499.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,end,end
90302,Traer informacion estudiante - banner,3747,Variant 1,2016-02-22 17:30:37+00:00,2016-02-22 17:30:37+00:00,0.0,0.0,63037.0,Monday,0.0,96784.0,798.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,3747
90302,Radicar Solicitud Homologacion,3747,Variant 1,2016-02-22 17:30:43+00:00,2016-02-22 17:30:37+00:00,0.0,0.0,63037.0,Monday,6.0,96778.0,798.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cancelar Solicitud,677
90302,Cancelar Solicitud,677,Variant 1,2016-02-22 17:43:55+00:00,2016-02-22 17:30:43+00:00,6.0,6.0,63043.0,Monday,792.0,95986.0,798.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Notificacion estudiante cancelacion soli,677
90302,Notificacion estudiante cancelacion soli,677,Variant 1,2016-02-23 20:23:41+00:00,2016-02-22 17:43:55+00:00,798.0,792.0,63835.0,Monday,95986.0,0.0,798.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,end,end
90352,Traer informacion estudiante - banner,1910,Variant 25,2016-02-22 19:06:46+00:00,2016-02-22 19:06:46+00:00,0.0,0.0,68806.0,Monday,0.0,73871.0,73812.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,1910
90352,Radicar Solicitud Homologacion,1910,Variant 25,2016-02-22 19:06:48+00:00,2016-02-22 19:06:46+00:00,0.0,0.0,68806.0,Monday,2.0,73869.0,73812.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Validar solicitud,19019
90352,Validar solicitud,19019,Variant 25,2016-02-22 19:23:31+00:00,2016-02-22 19:06:48+00:00,2.0,2.0,68808.0,Monday,1003.0,72866.0,73812.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Recepcion de documentos,19019
90352,Recepcion de documentos,19019,Variant 25,2016-02-23 15:36:58+00:00,2016-02-22 19:23:31+00:00,1005.0,1003.0,69811.0,Monday,72807.0,59.0,73812.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Homologacion por grupo de cursos,1007
90352,Homologacion por grupo de cursos,1007,Variant 25,2016-02-23 15:37:57+00:00,2016-02-23 15:36:58+00:00,73812.0,72807.0,56218.0,Tuesday,59.0,0.0,73812.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,end,end
90402,Traer informacion estudiante - banner,7007,Variant 5,2016-02-22 19:12:42+00:00,2016-02-22 19:12:42+00:00,0.0,0.0,69162.0,Monday,0.0,771084.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,7007
90402,Radicar Solicitud Homologacion,7007,Variant 5,2016-02-22 19:12:43+00:00,2016-02-22 19:12:42+00:00,0.0,0.0,69162.0,Monday,1.0,771083.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Notificacion estudiante cancelacion soli,1
90402,Notificacion estudiante cancelacion soli,1,Variant 5,2016-03-02 17:24:06+00:00,2016-02-22 19:12:43+00:00,1.0,1.0,69163.0,Monday,771083.0,0.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,end,end
90501,Traer informacion estudiante - banner,7490,Variant 20,2016-02-22 23:49:22+00:00,2016-02-22 23:49:22+00:00,0.0,0.0,85762.0,Monday,0.0,8005673.0,8005673.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,7490
90501,Radicar Solicitud Homologacion,7490,Variant 20,2016-02-22 23:49:37+00:00,2016-02-22 23:49:22+00:00,0.0,0.0,85762.0,Monday,15.0,8005658.0,8005673.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Validar solicitud,22404
90501,Validar solicitud,22404,Variant 20,2016-02-23 00:23:22+00:00,2016-02-22 23:49:37+00:00,15.0,15.0,85777.0,Monday,2025.0,8003633.0,8005673.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Revisar curso,22404
90501,Revisar curso,22404,Variant 20,2016-02-26 11:45:38+00:00,2016-02-23 00:23:22+00:00,2040.0,2025.0,1402.0,Tuesday,300136.0,7703497.0,8005673.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Homologacion por grupo de cursos,4560
90501,Homologacion por grupo de cursos,4560,Variant 20,2016-02-26 19:17:38+00:00,2016-02-26 11:45:38+00:00,302176.0,300136.0,42338.0,Friday,27120.0,7676377.0,8005673.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,Evaluacion curso,22404
90501,Evaluacion curso,22404,Variant 20,2016-02-27 02:38:21+00:00,2016-02-26 19:17:38+00:00,329296.0,27120.0,69458.0,Friday,26443.0,7649934.0,8005673.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,Validacion final,22404
90501,Validacion final,22404,Variant 20,2016-05-23 12:33:12+00:00,2016-02-27 02:38:21+00:00,355739.0,26443.0,9501.0,Saturday,7466091.0,183843.0,8005673.0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,Visto Bueno Cierre Proceso,4560
90501,Visto Bueno Cierre Proceso,4560,Variant 20,2016-05-24 18:28:12+00:00,2016-05-23 12:33:12+00:00,7821830.0,7466091.0,45192.0,Monday,107700.0,76143.0,8005673.0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,Transferir Creditos,4560
90501,Transferir Creditos,4560,Variant 20,2016-05-25 15:37:14+00:00,2016-05-24 18:28:12+00:00,7929530.0,107700.0,66492.0,Tuesday,76142.0,1.0,8005673.0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,Transferir creditos homologables,4560
90501,Transferir creditos homologables,4560,Variant 20,2016-05-25 15:37:15+00:00,2016-05-25 15:37:14+00:00,8005672.0,76142.0,56234.0,Wednesday,1.0,0.0,8005673.0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,Transferir creditos homologables,4560
90501,Transferir creditos homologables,4560,Variant 20,2016-05-25 15:37:15+00:00,2016-05-25 15:37:15+00:00,8005673.0,1.0,56235.0,Wednesday,0.0,0.0,8005673.0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,end,end
90703,Notificacion estudiante cancelacion soli,19019,Variant 10,2016-02-23 13:05:46+00:00,2016-02-23 13:05:46+00:00,0.0,0.0,47146.0,Tuesday,0.0,6560.0,6389.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Traer informacion estudiante - banner,8854
90703,Traer informacion estudiante - banner,8854,Variant 10,2016-02-23 14:52:10+00:00,2016-02-23 13:05:46+00:00,0.0,0.0,47146.0,Tuesday,6384.0,176.0,6389.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,8854
90703,Radicar Solicitud Homologacion,8854,Variant 10,2016-02-23 14:52:15+00:00,2016-02-23 14:52:10+00:00,6384.0,6384.0,53530.0,Tuesday,5.0,171.0,6389.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Cancelar Solicitud,19019
90703,Cancelar Solicitud,19019,Variant 10,2016-02-23 14:55:06+00:00,2016-02-23 14:52:15+00:00,6389.0,5.0,53535.0,Tuesday,171.0,0.0,6389.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,end,end
90708,Traer informacion estudiante - banner,14128,Variant 12,2016-02-23 17:25:09+00:00,2016-02-23 17:25:09+00:00,0.0,0.0,62709.0,Tuesday,0.0,1718112.0,269883.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,14128
90708,Radicar Solicitud Homologacion,14128,Variant 12,2016-02-23 17:25:25+00:00,2016-02-23 17:25:09+00:00,0.0,0.0,62709.0,Tuesday,16.0,1718096.0,269883.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Validar solicitud,22404
90708,Validar solicitud,22404,Variant 12,2016-02-23 18:01:04+00:00,2016-02-23 17:25:25+00:00,16.0,16.0,62725.0,Tuesday,2139.0,1715957.0,269883.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Revisar curso,22404
90708,Revisar curso,22404,Variant 12,2016-02-26 11:50:25+00:00,2016-02-23 18:01:04+00:00,2155.0,2139.0,64864.0,Tuesday,236961.0,1478996.0,269883.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Evaluacion curso,22404
90708,Evaluacion curso,22404,Variant 12,2016-02-26 12:02:25+00:00,2016-02-26 11:50:25+00:00,239116.0,236961.0,42625.0,Friday,720.0,1478276.0,269883.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,Homologacion por grupo de cursos,4560
90708,Homologacion por grupo de cursos,4560,Variant 12,2016-02-26 13:18:25+00:00,2016-02-26 12:02:25+00:00,239836.0,720.0,43345.0,Friday,4560.0,1473716.0,269883.0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,Validacion final,22404
90708,Validacion final,22404,Variant 12,2016-02-26 18:58:37+00:00,2016-02-26 13:18:25+00:00,244396.0,4560.0,47905.0,Friday,20412.0,1453304.0,269883.0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,Visto Bueno Cierre Proceso,4560
90708,Visto Bueno Cierre Proceso,4560,Variant 12,2016-02-26 20:23:12+00:00,2016-02-26 18:58:37+00:00,264808.0,20412.0,68317.0,Friday,5075.0,1448229.0,269883.0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,Transferir Creditos,4560
90708,Transferir Creditos,4560,Variant 12,2016-03-14 14:40:21+00:00,2016-02-26 20:23:12+00:00,269883.0,5075.0,73392.0,Friday,1448229.0,0.0,269883.0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,end,end
90801,Traer informacion estudiante - banner,1684,Variant 5,2016-02-23 13:23:22+00:00,2016-02-23 13:23:22+00:00,0.0,0.0,48202.0,Tuesday,0.0,904326.0,1036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,1684
90801,Radicar Solicitud Homologacion,1684,Variant 5,2016-02-23 13:40:38+00:00,2016-02-23 13:23:22+00:00,0.0,0.0,48202.0,Tuesday,1036.0,903290.0,1036.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Notificacion estudiante cancelacion soli,1
90801,Notificacion estudiante cancelacion soli,1,Variant 5,2016-03-05 00:35:28+00:00,2016-02-23 13:40:38+00:00,1036.0,1036.0,49238.0,Tuesday,903290.0,0.0,1036.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,end,end
90951,Traer informacion estudiante - banner,20194,Variant 5,2016-02-23 22:14:58+00:00,2016-02-23 22:14:58+00:00,0.0,0.0,80098.0,Tuesday,0.0,868168.0,651.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,20194
90951,Radicar Solicitud Homologacion,20194,Variant 5,2016-02-23 22:25:49+00:00,2016-02-23 22:14:58+00:00,0.0,0.0,80098.0,Tuesday,651.0,867517.0,651.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Notificacion estudiante cancelacion soli,1
90951,Notificacion estudiante cancelacion soli,1,Variant 5,2016-03-04 23:24:26+00:00,2016-02-23 22:25:49+00:00,651.0,651.0,80749.0,Tuesday,867517.0,0.0,651.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,end,end
90952,Traer informacion estudiante - banner,3703,Variant 6,2016-02-23 22:33:19+00:00,2016-02-23 22:33:19+00:00,0.0,0.0,81199.0,Tuesday,0.0,760927.0,760663.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,3703
90952,Radicar Solicitud Homologacion,3703,Variant 6,2016-02-23 22:33:35+00:00,2016-02-23 22:33:19+00:00,0.0,0.0,81199.0,Tuesday,16.0,760911.0,760663.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Validar solicitud,920
90952,Validar solicitud,920,Variant 6,2016-02-23 23:38:52+00:00,2016-02-23 22:33:35+00:00,16.0,16.0,81215.0,Tuesday,3917.0,756994.0,760663.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Revisar curso,920
90952,Revisar curso,920,Variant 6,2016-03-03 17:28:08+00:00,2016-02-23 23:38:52+00:00,3933.0,3917.0,85132.0,Tuesday,755356.0,1638.0,760663.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Homologacion por grupo de cursos,7369
90952,Homologacion por grupo de cursos,7369,Variant 6,2016-03-03 17:51:02+00:00,2016-03-03 17:28:08+00:00,759289.0,755356.0,62888.0,Thursday,1374.0,264.0,760663.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,Evaluacion curso,7369
90952,Evaluacion curso,7369,Variant 6,2016-03-03 17:55:26+00:00,2016-03-03 17:51:02+00:00,760663.0,1374.0,64262.0,Thursday,264.0,0.0,760663.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,end,end
91001,Traer informacion estudiante - banner,2133,Variant 2,2016-02-23 19:59:03+00:00,2016-02-23 19:59:03+00:00,0.0,0.0,71943.0,Tuesday,0.0,254256.0,2045.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,2133
91001,Radicar Solicitud Homologacion,2133,Variant 2,2016-02-23 19:59:09+00:00,2016-02-23 19:59:03+00:00,0.0,0.0,71943.0,Tuesday,6.0,254250.0,2045.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Validar solicitud,49
91001,Validar solicitud,49,Variant 2,2016-02-23 20:33:08+00:00,2016-02-23 19:59:09+00:00,6.0,6.0,71949.0,Tuesday,2039.0,252211.0,2045.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Homologacion por grupo de cursos,49
91001,Homologacion por grupo de cursos,49,Variant 2,2016-02-26 18:36:39+00:00,2016-02-23 20:33:08+00:00,2045.0,2039.0,73988.0,Tuesday,252211.0,0.0,2045.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,end,end
91152,Validar solicitud,448,Variant 32,2016-02-24 03:25:47+00:00,2016-02-24 03:25:47+00:00,0.0,0.0,12347.0,Wednesday,0.0,1281379.0,1166134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Traer informacion estudiante - banner,18760
91152,Traer informacion estudiante - banner,18760,Variant 32,2016-02-24 03:39:42+00:00,2016-02-24 03:25:47+00:00,0.0,0.0,12347.0,Wednesday,835.0,1280544.0,1166134.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,18760
91152,Radicar Solicitud Homologacion,18760,Variant 32,2016-02-24 03:39:44+00:00,2016-02-24 03:39:42+00:00,835.0,835.0,13182.0,Wednesday,2.0,1280542.0,1166134.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Revisar curso,448
91152,Revisar curso,448,Variant 32,2016-03-08 15:19:42+00:00,2016-02-24 03:39:44+00:00,837.0,2.0,13184.0,Wednesday,1165198.0,115344.0,1166134.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Homologacion por grupo de cursos,448
91152,Homologacion por grupo de cursos,448,Variant 32,2016-03-08 15:21:21+00:00,2016-03-08 15:19:42+00:00,1166035.0,1165198.0,55182.0,Tuesday,99.0,115245.0,1166134.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,Evaluacion curso,448
91152,Evaluacion curso,448,Variant 32,2016-03-09 23:22:06+00:00,2016-03-08 15:21:21+00:00,1166134.0,99.0,55281.0,Tuesday,115245.0,0.0,1166134.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,end,end
91201,Traer informacion estudiante - banner,3502,Variant 18,2016-02-24 00:35:16+00:00,2016-02-24 00:35:16+00:00,0.0,0.0,2116.0,Wednesday,0.0,2937432.0,2937431.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,3502
91201,Radicar Solicitud Homologacion,3502,Variant 18,2016-02-24 00:35:43+00:00,2016-02-24 00:35:16+00:00,0.0,0.0,2116.0,Wednesday,27.0,2937405.0,2937431.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Validar solicitud,241
91201,Validar solicitud,241,Variant 18,2016-02-24 03:25:47+00:00,2016-02-24 00:35:43+00:00,27.0,27.0,2143.0,Wednesday,10204.0,2927201.0,2937431.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Homologacion por grupo de cursos,241
91201,Homologacion por grupo de cursos,241,Variant 18,2016-03-29 00:32:27+00:00,2016-02-24 03:25:47+00:00,10231.0,10204.0,12347.0,Wednesday,2927200.0,1.0,2937431.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Cancelar curso,241
91201,Cancelar curso,241,Variant 18,2016-03-29 00:32:28+00:00,2016-03-29 00:32:27+00:00,2937431.0,2927200.0,1947.0,Tuesday,1.0,0.0,2937431.0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,end,end
91252,Traer informacion estudiante - banner,11760,Variant 4,2016-02-24 05:34:58+00:00,2016-02-24 05:34:58+00:00,0.0,0.0,20098.0,Wednesday,0.0,4100457.0,57051.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,11760
91252,Radicar Solicitud Homologacion,11760,Variant 4,2016-02-24 05:34:59+00:00,2016-02-24 05:34:58+00:00,0.0,0.0,20098.0,Wednesday,1.0,4100456.0,57051.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Validar solicitud,22475
91252,Validar solicitud,22475,Variant 4,2016-02-24 05:42:54+00:00,2016-02-24 05:34:59+00:00,1.0,1.0,20099.0,Wednesday,475.0,4099981.0,57051.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Revisar curso,659
91252,Revisar curso,659,Variant 4,2016-02-24 17:33:43+00:00,2016-02-24 05:42:54+00:00,476.0,475.0,20574.0,Wednesday,42649.0,4057332.0,57051.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Homologacion por grupo de cursos,22475
91252,Homologacion por grupo de cursos,22475,Variant 4,2016-02-24 21:18:00+00:00,2016-02-24 17:33:43+00:00,43125.0,42649.0,63223.0,Wednesday,13457.0,4043875.0,57051.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,Evaluacion curso,659
91252,Evaluacion curso,659,Variant 4,2016-02-24 21:25:49+00:00,2016-02-24 21:18:00+00:00,56582.0,13457.0,76680.0,Wednesday,469.0,4043406.0,57051.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,Validar solicitud / pre-homologacion,22475
91252,Validar solicitud / pre-homologacion,22475,Variant 4,2016-04-11 16:35:55+00:00,2016-02-24 21:25:49+00:00,57051.0,469.0,77149.0,Wednesday,4043406.0,0.0,57051.0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,end,end
91253,Traer informacion estudiante - banner,11760,Variant 1,2016-02-24 05:40:40+00:00,2016-02-24 05:40:40+00:00,0.0,0.0,20440.0,Wednesday,0.0,2979990.0,9474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,11760
91253,Radicar Solicitud Homologacion,11760,Variant 1,2016-02-24 05:40:41+00:00,2016-02-24 05:40:40+00:00,0.0,0.0,20440.0,Wednesday,1.0,2979989.0,9474.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cancelar Solicitud,22475
91253,Cancelar Solicitud,22475,Variant 1,2016-02-24 08:18:34+00:00,2016-02-24 05:40:41+00:00,1.0,1.0,20441.0,Wednesday,9473.0,2970516.0,9474.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Notificacion estudiante cancelacion soli,22475
91253,Notificacion estudiante cancelacion soli,22475,Variant 1,2016-03-29 17:27:10+00:00,2016-02-24 08:18:34+00:00,9474.0,9473.0,29914.0,Wednesday,2970516.0,0.0,9474.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,end,end
91301,Traer informacion estudiante - banner,1959,Variant 5,2016-02-24 07:29:25+00:00,2016-02-24 07:29:25+00:00,0.0,0.0,26965.0,Wednesday,0.0,748478.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,1959
91301,Radicar Solicitud Homologacion,1959,Variant 5,2016-02-24 07:29:32+00:00,2016-02-24 07:29:25+00:00,0.0,0.0,26965.0,Wednesday,7.0,748471.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Notificacion estudiante cancelacion soli,1
91301,Notificacion estudiante cancelacion soli,1,Variant 5,2016-03-03 23:24:03+00:00,2016-02-24 07:29:32+00:00,7.0,7.0,26972.0,Wednesday,748471.0,0.0,7.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,end,end
91352,Traer informacion estudiante - banner,24517,Variant 5,2016-02-24 18:14:01+00:00,2016-02-24 18:14:01+00:00,0.0,0.0,65641.0,Wednesday,0.0,772935.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,24517
91352,Radicar Solicitud Homologacion,24517,Variant 5,2016-02-24 18:14:19+00:00,2016-02-24 18:14:01+00:00,0.0,0.0,65641.0,Wednesday,18.0,772917.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Notificacion estudiante cancelacion soli,1
91352,Notificacion estudiante cancelacion soli,1,Variant 5,2016-03-04 16:56:16+00:00,2016-02-24 18:14:19+00:00,18.0,18.0,65659.0,Wednesday,772917.0,0.0,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,end,end
91353,Traer informacion estudiante - banner,20194,Variant 49,2016-02-24 18:58:47+00:00,2016-02-24 18:58:47+00:00,0.0,0.0,68327.0,Wednesday,0.0,8465216.0,83920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,20194
91353,Radicar Solicitud Homologacion,20194,Variant 49,2016-02-24 19:02:49+00:00,2016-02-24 18:58:47+00:00,0.0,0.0,68327.0,Wednesday,242.0,8464974.0,83920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Revisar curso,2292
91353,Revisar curso,2292,Variant 49,2016-02-25 00:44:17+00:00,2016-02-24 19:02:49+00:00,242.0,242.0,68569.0,Wednesday,20488.0,8444486.0,83920.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Revisar curso,943
91353,Revisar curso,943,Variant 49,2016-02-25 00:45:01+00:00,2016-02-25 00:44:17+00:00,20730.0,20488.0,2657.0,Thursday,44.0,8444442.0,83920.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Validar solicitud,2292
91353,Validar solicitud,2292,Variant 49,2016-02-25 02:33:44+00:00,2016-02-25 00:45:01+00:00,20774.0,44.0,2701.0,Thursday,6523.0,8437919.0,83920.0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,Cancelar Solicitud,2292
91353,Cancelar Solicitud,2292,Variant 49,2016-02-25 10:52:10+00:00,2016-02-25 02:33:44+00:00,27297.0,6523.0,9224.0,Thursday,29906.0,8408013.0,83920.0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,Evaluacion curso,2292
91353,Evaluacion curso,2292,Variant 49,2016-02-25 18:17:27+00:00,2016-02-25 10:52:10+00:00,57203.0,29906.0,39130.0,Thursday,26717.0,8381296.0,83920.0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,Notificacion estudiante cancelacion soli,2292
91353,Notificacion estudiante cancelacion soli,2292,Variant 49,2016-06-01 18:25:43+00:00,2016-02-25 18:17:27+00:00,83920.0,26717.0,65847.0,Thursday,8381296.0,0.0,83920.0,1,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,end,end
91402,Traer informacion estudiante - banner,8455,Variant 1,2016-02-24 15:51:35+00:00,2016-02-24 15:51:35+00:00,0.0,0.0,57095.0,Wednesday,0.0,96108.0,3411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radicar Solicitud Homologacion,8455
91402,Radicar Solicitud Homologacion,8455,Variant 1,2016-02-24 15:52:24+00:00,2016-02-24 15:51:35+00:00,0.0,0.0,57095.0,Wednesday,49.0,96059.0,3411.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cancelar Solicitud,677
